country,year,di_state,no_RandR
Bolivia,1982,No Explicit DI,Data Available
Bolivia,1983,No Explicit DI,Data Available
Bolivia,1984,No Explicit DI,Data Available
Bolivia,1985,No Explicit DI,Data Available
Bolivia,1986,No Explicit DI,Data Available
Bolivia,1987,No Explicit DI,Data Available
Bolivia,1988,No Explicit DI,Data Available
Bolivia,1989,No Explicit DI,Data Available
Bolivia,1990,No Explicit DI,Data Available
Bolivia,1991,No Explicit DI,Data Available
Bolivia,1992,No Explicit DI,Data Available
Bolivia,1993,No Explicit DI,Data Available
Bolivia,1994,No Explicit DI,Data Available
Bolivia,1995,No Explicit DI,Data Available
Bolivia,1996,No Explicit DI,Data Available
Bolivia,1997,No Explicit DI,Data Available
Bolivia,1998,No Explicit DI,Data Available
Bolivia,1999,No Explicit DI,Data Available
Bolivia,2000,No Explicit DI,Data Available
Bolivia,2001,Special./Indp.,Data Available
Bolivia,2002,Special./Indp.,Data Available
Bolivia,2003,Special./Indp.,Data Available
Bolivia,2004,Special./Indp.,Data Available
Bolivia,2005,Special./Indp.,Data Available
Bolivia,2006,Special./Indp.,Data Available
Bolivia,2007,Special./Indp.,Data Available
Bosnia and Herzegovina,1991,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1992,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1993,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1994,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1995,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1996,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1997,No Explicit DI,No Crisis Data
Bosnia and Herzegovina,1998,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,1999,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2000,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2001,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2002,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2003,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2004,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2005,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2006,Ministry of Finance,No Crisis Data
Bosnia and Herzegovina,2007,Ministry of Finance,No Crisis Data
Botswana,1970,No Explicit DI,No Crisis Data
Botswana,1971,No Explicit DI,No Crisis Data
Botswana,1972,No Explicit DI,No Crisis Data
Botswana,1973,No Explicit DI,No Crisis Data
Botswana,1974,No Explicit DI,No Crisis Data
Botswana,1975,No Explicit DI,No Crisis Data
Botswana,1976,No Explicit DI,No Crisis Data
Botswana,1977,No Explicit DI,No Crisis Data
Botswana,1978,No Explicit DI,No Crisis Data
Botswana,1979,No Explicit DI,No Crisis Data
Botswana,1980,No Explicit DI,No Crisis Data
Botswana,1981,No Explicit DI,No Crisis Data
Botswana,1982,No Explicit DI,No Crisis Data
Botswana,1983,No Explicit DI,No Crisis Data
Botswana,1984,No Explicit DI,No Crisis Data
Botswana,1985,No Explicit DI,No Crisis Data
Botswana,1986,No Explicit DI,No Crisis Data
Botswana,1987,No Explicit DI,No Crisis Data
Botswana,1988,No Explicit DI,No Crisis Data
Botswana,1989,No Explicit DI,No Crisis Data
Botswana,1990,No Explicit DI,No Crisis Data
Botswana,1991,No Explicit DI,No Crisis Data
Botswana,1992,No Explicit DI,No Crisis Data
Botswana,1993,No Explicit DI,No Crisis Data
Botswana,1994,No Explicit DI,No Crisis Data
Botswana,1995,No Explicit DI,No Crisis Data
Botswana,1996,No Explicit DI,No Crisis Data
Botswana,1997,No Explicit DI,No Crisis Data
Botswana,1998,No Explicit DI,No Crisis Data
Botswana,1999,No Explicit DI,No Crisis Data
Botswana,2000,No Explicit DI,No Crisis Data
Botswana,2001,No Explicit DI,No Crisis Data
Botswana,2002,No Explicit DI,No Crisis Data
Botswana,2003,No Explicit DI,No Crisis Data
Botswana,2004,No Explicit DI,No Crisis Data
Botswana,2005,No Explicit DI,No Crisis Data
Botswana,2006,No Explicit DI,No Crisis Data
Botswana,2007,No Explicit DI,No Crisis Data
Brazil,1970,No Explicit DI,Data Available
Brazil,1971,No Explicit DI,Data Available
Brazil,1972,No Explicit DI,Data Available
Brazil,1973,No Explicit DI,Data Available
Brazil,1974,No Explicit DI,Data Available
Brazil,1975,No Explicit DI,Data Available
Brazil,1976,No Explicit DI,Data Available
Brazil,1977,No Explicit DI,Data Available
Brazil,1978,No Explicit DI,Data Available
Brazil,1979,No Explicit DI,Data Available
Brazil,1980,No Explicit DI,Data Available
Brazil,1981,No Explicit DI,Data Available
Brazil,1982,No Explicit DI,Data Available
Brazil,1983,No Explicit DI,Data Available
Brazil,1984,No Explicit DI,Data Available
Brazil,1985,No Explicit DI,Data Available
Brazil,1986,No Explicit DI,Data Available
Brazil,1987,No Explicit DI,Data Available
Brazil,1988,No Explicit DI,Data Available
Brazil,1989,No Explicit DI,Data Available
Brazil,1990,No Explicit DI,Data Available
Brazil,1991,No Explicit DI,Data Available
Brazil,1992,No Explicit DI,Data Available
Brazil,1993,No Explicit DI,Data Available
Brazil,1994,No Explicit DI,Data Available
Brazil,1995,Special./Indp.,Data Available
Brazil,1996,Special./Indp.,Data Available
Brazil,1997,Special./Indp.,Data Available
Brazil,1998,Special./Indp.,Data Available
Brazil,1999,Special./Indp.,Data Available
Brazil,2000,Special./Indp.,Data Available
Brazil,2001,Special./Indp.,Data Available
Brazil,2002,Special./Indp.,Data Available
Brazil,2003,Special./Indp.,Data Available
Brazil,2004,Special./Indp.,Data Available
Brazil,2005,Special./Indp.,Data Available
Brazil,2006,Special./Indp.,Data Available
Brazil,2007,Special./Indp.,Data Available
Brunei Darussalam,1984,No Explicit DI,No Crisis Data
Brunei Darussalam,1985,No Explicit DI,No Crisis Data
Brunei Darussalam,1986,No Explicit DI,No Crisis Data
Brunei Darussalam,1987,No Explicit DI,No Crisis Data
Brunei Darussalam,1988,No Explicit DI,No Crisis Data
Brunei Darussalam,1989,No Explicit DI,No Crisis Data
Brunei Darussalam,1990,No Explicit DI,No Crisis Data
Brunei Darussalam,1991,No Explicit DI,No Crisis Data
Brunei Darussalam,1992,No Explicit DI,No Crisis Data
Brunei Darussalam,1993,No Explicit DI,No Crisis Data
Brunei Darussalam,1994,No Explicit DI,No Crisis Data
Brunei Darussalam,1995,No Explicit DI,No Crisis Data
Brunei Darussalam,1996,No Explicit DI,No Crisis Data
Brunei Darussalam,1997,No Explicit DI,No Crisis Data
Brunei Darussalam,1998,No Explicit DI,No Crisis Data
Brunei Darussalam,1999,No Explicit DI,No Crisis Data
Brunei Darussalam,2000,No Explicit DI,No Crisis Data
Brunei Darussalam,2001,No Explicit DI,No Crisis Data
Brunei Darussalam,2002,No Explicit DI,No Crisis Data
Brunei Darussalam,2003,No Explicit DI,No Crisis Data
Brunei Darussalam,2004,No Explicit DI,No Crisis Data
Brunei Darussalam,2005,No Explicit DI,No Crisis Data
Brunei Darussalam,2006,No Explicit DI,No Crisis Data
Brunei Darussalam,2007,No Explicit DI,No Crisis Data
Bulgaria,1970,No Explicit DI,No Crisis Data
Bulgaria,1971,No Explicit DI,No Crisis Data
Bulgaria,1972,No Explicit DI,No Crisis Data
Bulgaria,1973,No Explicit DI,No Crisis Data
Bulgaria,1974,No Explicit DI,No Crisis Data
Bulgaria,1975,No Explicit DI,No Crisis Data
Bulgaria,1976,No Explicit DI,No Crisis Data
Bulgaria,1977,No Explicit DI,No Crisis Data
Bulgaria,1978,No Explicit DI,No Crisis Data
Bulgaria,1979,No Explicit DI,No Crisis Data
Bulgaria,1980,No Explicit DI,No Crisis Data
Bulgaria,1981,No Explicit DI,No Crisis Data
Bulgaria,1982,No Explicit DI,No Crisis Data
Bulgaria,1983,No Explicit DI,No Crisis Data
Bulgaria,1984,No Explicit DI,No Crisis Data
Bulgaria,1985,No Explicit DI,No Crisis Data
Bulgaria,1986,No Explicit DI,No Crisis Data
Bulgaria,1987,No Explicit DI,No Crisis Data
Bulgaria,1988,No Explicit DI,No Crisis Data
Bulgaria,1989,No Explicit DI,No Crisis Data
Bulgaria,1990,No Explicit DI,No Crisis Data
Bulgaria,1991,No Explicit DI,No Crisis Data
Bulgaria,1992,No Explicit DI,No Crisis Data
Bulgaria,1993,No Explicit DI,No Crisis Data
Bulgaria,1994,No Explicit DI,No Crisis Data
Bulgaria,1995,No Explicit DI,No Crisis Data
Bulgaria,1996,Ministry of Finance,No Crisis Data
Bulgaria,1997,Ministry of Finance,No Crisis Data
Bulgaria,1998,Ministry of Finance,No Crisis Data
Bulgaria,1999,Special./Indp.,No Crisis Data
Bulgaria,2000,Special./Indp.,No Crisis Data
Bulgaria,2001,Special./Indp.,No Crisis Data
Bulgaria,2002,Special./Indp.,No Crisis Data
Bulgaria,2003,Special./Indp.,No Crisis Data
Bulgaria,2004,Special./Indp.,No Crisis Data
Bulgaria,2005,Special./Indp.,No Crisis Data
Bulgaria,2006,Special./Indp.,No Crisis Data
Bulgaria,2007,Special./Indp.,No Crisis Data
Burkina Faso,1970,No Explicit DI,No Crisis Data
Burkina Faso,1971,No Explicit DI,No Crisis Data
Burkina Faso,1972,No Explicit DI,No Crisis Data
Burkina Faso,1973,No Explicit DI,No Crisis Data
Burkina Faso,1974,No Explicit DI,No Crisis Data
Burkina Faso,1975,No Explicit DI,No Crisis Data
Burkina Faso,1976,No Explicit DI,No Crisis Data
Burkina Faso,1977,No Explicit DI,No Crisis Data
Burkina Faso,1978,No Explicit DI,No Crisis Data
Burkina Faso,1979,No Explicit DI,No Crisis Data
Burkina Faso,1980,No Explicit DI,No Crisis Data
Burkina Faso,1981,No Explicit DI,No Crisis Data
Burkina Faso,1982,No Explicit DI,No Crisis Data
Burkina Faso,1983,No Explicit DI,No Crisis Data
Burkina Faso,1984,No Explicit DI,No Crisis Data
Burkina Faso,1985,No Explicit DI,No Crisis Data
Burkina Faso,1986,No Explicit DI,No Crisis Data
Burkina Faso,1987,No Explicit DI,No Crisis Data
Burkina Faso,1988,No Explicit DI,No Crisis Data
Burkina Faso,1989,No Explicit DI,No Crisis Data
Burkina Faso,1990,No Explicit DI,No Crisis Data
Burkina Faso,1991,No Explicit DI,No Crisis Data
Burkina Faso,1992,No Explicit DI,No Crisis Data
Burkina Faso,1993,No Explicit DI,No Crisis Data
Burkina Faso,1994,No Explicit DI,No Crisis Data
Burkina Faso,1995,No Explicit DI,No Crisis Data
Burkina Faso,1996,No Explicit DI,No Crisis Data
Burkina Faso,1997,No Explicit DI,No Crisis Data
Burkina Faso,1998,No Explicit DI,No Crisis Data
Burkina Faso,1999,No Explicit DI,No Crisis Data
Burkina Faso,2000,No Explicit DI,No Crisis Data
Burkina Faso,2001,No Explicit DI,No Crisis Data
Burkina Faso,2002,No Explicit DI,No Crisis Data
Burkina Faso,2003,No Explicit DI,No Crisis Data
Burkina Faso,2004,No Explicit DI,No Crisis Data
Burkina Faso,2005,No Explicit DI,No Crisis Data
Burkina Faso,2006,No Explicit DI,No Crisis Data
Burkina Faso,2007,No Explicit DI,No Crisis Data
Burundi,1970,No Explicit DI,No Crisis Data
Burundi,1971,No Explicit DI,No Crisis Data
Burundi,1972,No Explicit DI,No Crisis Data
Burundi,1973,No Explicit DI,No Crisis Data
Burundi,1974,No Explicit DI,No Crisis Data
Burundi,1975,No Explicit DI,No Crisis Data
Burundi,1976,No Explicit DI,No Crisis Data
Burundi,1977,No Explicit DI,No Crisis Data
Burundi,1978,No Explicit DI,No Crisis Data
Burundi,1979,No Explicit DI,No Crisis Data
Burundi,1980,No Explicit DI,No Crisis Data
Burundi,1981,No Explicit DI,No Crisis Data
Burundi,1982,No Explicit DI,No Crisis Data
Burundi,1983,No Explicit DI,No Crisis Data
Burundi,1984,No Explicit DI,No Crisis Data
Burundi,1985,No Explicit DI,No Crisis Data
Burundi,1986,No Explicit DI,No Crisis Data
Burundi,1987,No Explicit DI,No Crisis Data
Burundi,1988,No Explicit DI,No Crisis Data
Burundi,1989,No Explicit DI,No Crisis Data
Burundi,1990,No Explicit DI,No Crisis Data
Burundi,1991,No Explicit DI,No Crisis Data
Burundi,1992,No Explicit DI,No Crisis Data
Burundi,1993,No Explicit DI,No Crisis Data
Burundi,1994,No Explicit DI,No Crisis Data
Burundi,1995,No Explicit DI,No Crisis Data
Burundi,1996,No Explicit DI,No Crisis Data
Burundi,1997,No Explicit DI,No Crisis Data
Burundi,1998,No Explicit DI,No Crisis Data
Burundi,1999,No Explicit DI,No Crisis Data
Burundi,2000,No Explicit DI,No Crisis Data
Burundi,2001,No Explicit DI,No Crisis Data
Burundi,2002,No Explicit DI,No Crisis Data
Burundi,2003,No Explicit DI,No Crisis Data
Burundi,2004,No Explicit DI,No Crisis Data
Burundi,2005,No Explicit DI,No Crisis Data
Burundi,2006,No Explicit DI,No Crisis Data
Burundi,2007,No Explicit DI,No Crisis Data
Cambodia,1970,No Explicit DI,No Crisis Data
Cambodia,1971,No Explicit DI,No Crisis Data
Cambodia,1972,No Explicit DI,No Crisis Data
Cambodia,1973,No Explicit DI,No Crisis Data
Cambodia,1974,No Explicit DI,No Crisis Data
Cambodia,1975,No Explicit DI,No Crisis Data
Cambodia,1976,No Explicit DI,No Crisis Data
Cambodia,1977,No Explicit DI,No Crisis Data
Cambodia,1978,No Explicit DI,No Crisis Data
Cambodia,1979,No Explicit DI,No Crisis Data
Cambodia,1980,No Explicit DI,No Crisis Data
Cambodia,1981,No Explicit DI,No Crisis Data
Cambodia,1982,No Explicit DI,No Crisis Data
Cambodia,1983,No Explicit DI,No Crisis Data
Cambodia,1984,No Explicit DI,No Crisis Data
Cambodia,1985,No Explicit DI,No Crisis Data
Cambodia,1986,No Explicit DI,No Crisis Data
Cambodia,1987,No Explicit DI,No Crisis Data
Cambodia,1988,No Explicit DI,No Crisis Data
Cambodia,1989,No Explicit DI,No Crisis Data
Cambodia,1990,No Explicit DI,No Crisis Data
Cambodia,1991,No Explicit DI,No Crisis Data
Cambodia,1992,No Explicit DI,No Crisis Data
Cambodia,1993,No Explicit DI,No Crisis Data
Cambodia,1994,No Explicit DI,No Crisis Data
Cambodia,1995,No Explicit DI,No Crisis Data
Cambodia,1996,No Explicit DI,No Crisis Data
Cambodia,1997,No Explicit DI,No Crisis Data
Cambodia,1998,No Explicit DI,No Crisis Data
Cambodia,1999,No Explicit DI,No Crisis Data
Cambodia,2000,No Explicit DI,No Crisis Data
Cambodia,2001,No Explicit DI,No Crisis Data
Cambodia,2002,No Explicit DI,No Crisis Data
Cambodia,2003,No Explicit DI,No Crisis Data
Cambodia,2004,No Explicit DI,No Crisis Data
Cambodia,2005,No Explicit DI,No Crisis Data
Cambodia,2006,No Explicit DI,No Crisis Data
Cambodia,2007,No Explicit DI,No Crisis Data
Cameroon,1970,No Explicit DI,No Crisis Data
Cameroon,1971,No Explicit DI,No Crisis Data
Cameroon,1972,No Explicit DI,No Crisis Data
Cameroon,1973,No Explicit DI,No Crisis Data
Cameroon,1974,No Explicit DI,No Crisis Data
Cameroon,1975,No Explicit DI,No Crisis Data
Cameroon,1976,No Explicit DI,No Crisis Data
Cameroon,1977,No Explicit DI,No Crisis Data
Cameroon,1978,No Explicit DI,No Crisis Data
Cameroon,1979,No Explicit DI,No Crisis Data
Cameroon,1980,No Explicit DI,No Crisis Data
Cameroon,1981,No Explicit DI,No Crisis Data
Cameroon,1982,No Explicit DI,No Crisis Data
Cameroon,1983,No Explicit DI,No Crisis Data
Cameroon,1984,No Explicit DI,No Crisis Data
Cameroon,1985,No Explicit DI,No Crisis Data
Cameroon,1986,No Explicit DI,No Crisis Data
Cameroon,1987,No Explicit DI,No Crisis Data
Cameroon,1988,No Explicit DI,No Crisis Data
Cameroon,1989,No Explicit DI,No Crisis Data
Cameroon,1990,No Explicit DI,No Crisis Data
Cameroon,1991,No Explicit DI,No Crisis Data
Cameroon,1992,No Explicit DI,No Crisis Data
Cameroon,1993,No Explicit DI,No Crisis Data
Cameroon,1994,No Explicit DI,No Crisis Data
Cameroon,1995,No Explicit DI,No Crisis Data
Cameroon,1996,No Explicit DI,No Crisis Data
Cameroon,1997,No Explicit DI,No Crisis Data
Cameroon,1998,No Explicit DI,No Crisis Data
Cameroon,1999,No Explicit DI,No Crisis Data
Cameroon,2000,No Explicit DI,No Crisis Data
Cameroon,2001,No Explicit DI,No Crisis Data
Cameroon,2002,No Explicit DI,No Crisis Data
Cameroon,2003,No Explicit DI,No Crisis Data
Cameroon,2004,No Explicit DI,No Crisis Data
Cameroon,2005,No Explicit DI,No Crisis Data
Cameroon,2006,No Explicit DI,No Crisis Data
Cameroon,2007,No Explicit DI,No Crisis Data
Canada,1970,Special./Indp.,Data Available
Canada,1971,Special./Indp.,Data Available
Canada,1972,Special./Indp.,Data Available
Canada,1973,Special./Indp.,Data Available
Canada,1974,Special./Indp.,Data Available
Canada,1975,Special./Indp.,Data Available
Canada,1976,Special./Indp.,Data Available
Canada,1977,Special./Indp.,Data Available
Canada,1978,Special./Indp.,Data Available
Canada,1979,Special./Indp.,Data Available
Canada,1980,Special./Indp.,Data Available
Canada,1981,Special./Indp.,Data Available
Canada,1982,Special./Indp.,Data Available
Canada,1983,Special./Indp.,Data Available
Canada,1984,Special./Indp.,Data Available
Canada,1985,Special./Indp.,Data Available
Canada,1986,Special./Indp.,Data Available
Canada,1987,Special./Indp.,Data Available
Canada,1988,Special./Indp.,Data Available
Canada,1989,Special./Indp.,Data Available
Canada,1990,Special./Indp.,Data Available
Canada,1991,Special./Indp.,Data Available
Canada,1992,Special./Indp.,Data Available
Canada,1993,Special./Indp.,Data Available
Canada,1994,Special./Indp.,Data Available
Canada,1995,Special./Indp.,Data Available
Canada,1996,Special./Indp.,Data Available
Canada,1997,Special./Indp.,Data Available
Canada,1998,Special./Indp.,Data Available
Canada,1999,Special./Indp.,Data Available
Canada,2000,Special./Indp.,Data Available
Canada,2001,Special./Indp.,Data Available
Canada,2002,Special./Indp.,Data Available
Canada,2003,Special./Indp.,Data Available
Canada,2004,Special./Indp.,Data Available
Canada,2005,Special./Indp.,Data Available
Canada,2006,Special./Indp.,Data Available
Canada,2007,Special./Indp.,Data Available
Cape Verde,1975,No Explicit DI,No Crisis Data
Cape Verde,1976,No Explicit DI,No Crisis Data
Cape Verde,1977,No Explicit DI,No Crisis Data
Cape Verde,1978,No Explicit DI,No Crisis Data
Cape Verde,1979,No Explicit DI,No Crisis Data
Cape Verde,1980,No Explicit DI,No Crisis Data
Cape Verde,1981,No Explicit DI,No Crisis Data
Cape Verde,1982,No Explicit DI,No Crisis Data
Cape Verde,1983,No Explicit DI,No Crisis Data
Cape Verde,1984,No Explicit DI,No Crisis Data
Cape Verde,1985,No Explicit DI,No Crisis Data
Cape Verde,1986,No Explicit DI,No Crisis Data
Cape Verde,1987,No Explicit DI,No Crisis Data
Cape Verde,1988,No Explicit DI,No Crisis Data
Cape Verde,1989,No Explicit DI,No Crisis Data
Cape Verde,1990,No Explicit DI,No Crisis Data
Cape Verde,1991,No Explicit DI,No Crisis Data
Cape Verde,1992,No Explicit DI,No Crisis Data
Cape Verde,1993,No Explicit DI,No Crisis Data
Cape Verde,1994,No Explicit DI,No Crisis Data
Cape Verde,1995,No Explicit DI,No Crisis Data
Cape Verde,1996,No Explicit DI,No Crisis Data
Cape Verde,1997,No Explicit DI,No Crisis Data
Cape Verde,1998,No Explicit DI,No Crisis Data
Cape Verde,1999,No Explicit DI,No Crisis Data
Cape Verde,2000,No Explicit DI,No Crisis Data
Cape Verde,2001,No Explicit DI,No Crisis Data
Cape Verde,2002,No Explicit DI,No Crisis Data
Cape Verde,2003,No Explicit DI,No Crisis Data
Cape Verde,2004,No Explicit DI,No Crisis Data
Cape Verde,2005,No Explicit DI,No Crisis Data
Cape Verde,2006,No Explicit DI,No Crisis Data
Cape Verde,2007,No Explicit DI,No Crisis Data
Central African Republic,1970,No Explicit DI,Data Available
